counter,subID,task,Video,Track,Timestamp,errors_in_frame,time_to_prev_error,time_to_next_error,value1,error_type_value1,error_subtype_value1,value1b,value2,error_type_value2,error_subtype_value2,value2b,value3,error_type_value3,error_subtype_value3,value3b,value4,error_type_value4,error_subtype_value4,value4b,value5,error_type_value5,error_subtype_value5,value5b,HMD,offset,Timestamp_adjusted
138,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,412.76,2,2.88,-3.16000000000003,33,2,9,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,411.120996106787
139,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,415.92,2,3.16000000000003,-6.71999999999997,33,2,9,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,414.280996106787
140,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,422.64,2,6.71999999999997,-.520000000000039,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,421.000996106787
141,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,423.16,1,.520000000000039,-10.52,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,421.520996106787
142,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,433.68,1,10.52,-8.68000000000001,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,432.040996106787
143,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,442.36,1,8.68000000000001,-2.75999999999999,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,440.720996106787
144,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,445.12,1,2.75999999999999,-4.19999999999999,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,443.480996106787
145,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,449.32,2,4.19999999999999,-1.31999999999999,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,447.680996106787
146,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,450.64,2,1.31999999999999,-7.31999999999999,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,449.000996106787
147,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,457.96,1,7.31999999999999,-2.24000000000001,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,456.320996106787
148,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,460.2,2,2.24000000000001,-2.80000000000001,3,1,1,2,7,1,2,2, , , , , , , , , , , , ,varjo,True,458.560996106787
149,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,463,1,2.80000000000001,-8.39999999999998,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,461.360996106787
150,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,471.4,1,8.39999999999998,-7.44,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,469.760996106787
151,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,478.84,1,7.44,-2.52000000000004,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,477.200996106787
152,P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,481.36,1,2.52000000000004, ,30,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,479.720996106787
153,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,261,1, ,-10.56,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,263.395459968989
154,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,271.56,1,10.56,-7.16000000000003,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,273.955459968989
155,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,278.72,1,7.16000000000003,-8.19999999999999,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,281.115459968989
156,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,286.92,1,8.19999999999999,-20.04,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,289.315459968989
157,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,306.96,1,20.04,-5.52000000000004,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,309.355459968989
158,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,312.48,2,5.52000000000004,-5.71999999999997,8,1,2,2,7,1,2,2, , , , , , , , , , , , ,varjo,True,314.875459968989
159,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,318.2,1,5.71999999999997,-7.92000000000002,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,320.595459968989
160,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,326.12,1,7.92000000000002,-8.36000000000001,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,328.515459968989
161,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,334.48,1,8.36000000000001,-4.07999999999998,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,336.875459968989
162,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,338.56,1,4.07999999999998,-7.60000000000002,7,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,340.955459968989
163,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,346.16,2,7.60000000000002,-2.95999999999998,13,1,3,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,348.555459968989
164,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,349.12,1,2.95999999999998,-2.56,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,351.515459968989
165,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,351.68,1,2.56,-1.44,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,354.075459968989
166,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,353.12,2,1.44,-2.68000000000001,8,1,2,2,6,1,2,2, , , , , , , , , , , , ,varjo,True,355.515459968989
167,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,355.8,1,2.68000000000001,-3.31999999999999,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,358.195459968989
168,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,359.12,1,3.31999999999999,-7.39999999999998,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,361.515459968989
169,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,366.52,3,7.39999999999998,-18.68,32,2,9,2,21,2,6,2,8,1,2,2, , , , , , , , ,varjo,True,368.915459968989
170,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,385.2,1,18.68,-15.88,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,387.595459968989
171,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,401.08,2,15.88,-39.24,29,2,8,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,403.475459968989
172,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,440.32,1,39.24,-82.56,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,442.715459968989
173,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,522.88,1,82.56,-.840000000000032,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,525.275459968989
174,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,523.72,1,.840000000000032,-1.79999999999995,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,526.115459968989
175,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,525.52,1,1.79999999999995,-5.15999999999997,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,527.915459968989
176,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,530.68,2,5.15999999999997,-4.08000000000004,13,1,3,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,533.075459968989
177,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,534.76,2,4.08000000000004,-23.84,24,2,7,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,537.155459968989
178,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,558.6,1,23.84,-7.67999999999995,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,560.995459968989
179,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,566.28,1,7.67999999999995,-6.32000000000005,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,568.675459968989
180,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,572.6,2,6.32000000000005,-10.4399999999999,16,1,5,3,24,2,7,2, , , , , , , , , , , , ,varjo,True,574.995459968989
181,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,583.04,4,10.4399999999999,-8.60000000000002,3,1,1,2,13,1,3,2,14,1,3,2,21,2,6,2, , , , ,varjo,True,585.435459968989
182,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,591.64,1,8.60000000000002,-3.63999999999999,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,594.035459968989
183,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,595.28,1,3.63999999999999,-.440000000000055,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,597.675459968989
184,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,595.72,1,.440000000000055,-4.91999999999996,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,598.115459968989
185,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,600.64,3,4.91999999999996,-11,24.2,2,7,21,2,1,1,29,2,1,1, , , , , , , , , ,varjo,True,603.035459968989
186,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,611.64,1,11, ,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,614.035459968989
187,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,18.56,2, ,-8.16,24,2,7,2,27,2,8,2, , , , , , , , , , , , ,varjo,True,18.354895268443
188,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,26.72,1,8.16,-5.24,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,26.514895268443
189,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,31.96,2,5.24,-8.52,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,31.754895268443
190,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,40.48,2,8.52,-2.96,3,1,1,2,1,1,1,2, , , , , , , , , , , , ,varjo,True,40.274895268443
191,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,43.44,3,2.96,-2.08000000000001,13,1,3,2,21,2,6,2,32,2,9,2, , , , , , , , ,varjo,True,43.234895268443
192,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,45.52,1,2.08000000000001,-6.8,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,45.314895268443
193,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,52.32,1,6.8,-8.44,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,52.114895268443
194,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,60.76,1,8.44,-2.36,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,60.554895268443
195,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,63.12,2,2.36,-6.44,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,62.914895268443
196,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,69.56,1,6.44,-7.56,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,69.354895268443
197,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,77.12,1,7.56,-13.44,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,76.914895268443
198,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,90.56,1,13.44,-71.56,30,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,90.354895268443
199,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,162.12,1,71.56,-12.76,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,161.914895268443
200,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,174.88,1,12.76,-.319999999999993,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,174.674895268443
201,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,175.2,2,.319999999999993,-15.4,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,174.994895268443
202,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,190.6,1,15.4,-3.68000000000001,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,190.394895268443
203,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,194.28,1,3.68000000000001,-1.31999999999999,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,194.074895268443
204,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,195.6,2,1.31999999999999,-1,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,195.394895268443
205,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,196.6,2,1,-13.48,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,196.394895268443
206,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,210.08,2,13.48,-15.84,13,1,3,2,32,2,9,2, , , , , , , , , , , , ,varjo,True,209.874895268443
207,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,225.92,1,15.84,-1.36000000000001,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,225.714895268443
208,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,227.28,3,1.36000000000001,-7.24000000000001,13,1,3,2,31,2,8,2,33,2,9,2, , , , , , , , ,varjo,True,227.074895268443
209,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,234.52,1,7.24000000000001,-1.03999999999999,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,234.314895268443
210,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,235.56,1,1.03999999999999,-22.92,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,235.354895268443
211,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,258.48,1,22.92,-3.68000000000001,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,258.274895268443
212,P25,cereal,P25_cereal_2_merged_varjo.mp4,error frame,262.16,1,3.68000000000001, ,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,261.954895268443
213,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,14.92,2, ,-.640000000000001,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,21.1454196790322
214,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,15.56,1,.640000000000001,-6.76,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,21.7854196790322
215,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,22.32,1,6.76,-10,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,28.5454196790322
216,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,32.32,2,10,-1.04,29,2,8,2,10,1,3,2, , , , , , , , , , , , ,varjo,True,38.5454196790322
217,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,33.36,2,1.04,-16.52,3,1,1,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,39.5854196790322
218,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,49.88,3,16.52,-1.27999999999999,6,1,2,2,8,1,2,2,21,2,6,2, , , , , , , , ,varjo,True,56.1054196790322
219,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,51.16,1,1.27999999999999,-4.6,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,57.3854196790322
220,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,55.76,2,4.6,-4.6,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,61.9854196790322
221,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,60.36,1,4.6,-12.36,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,66.5854196790322
222,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,72.72,2,12.36,-32.44,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,78.9454196790322
223,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,105.16,2,32.44,-8.48,10,1,3,2,29,2,8,2, , , , , , , , , , , , ,varjo,True,111.385419679032
224,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,113.64,2,8.48,-1.16,10,1,3,2,29,2,8,2, , , , , , , , , , , , ,varjo,True,119.865419679032
225,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,114.8,1,1.16,-2.32000000000001,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,121.025419679032
226,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,117.12,3,2.32000000000001,-5.03999999999999,6,1,2,2,21,2,6,2,13,1,3,2, , , , , , , , ,varjo,True,123.345419679032
227,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,122.16,3,5.03999999999999,-3.32000000000001,6,1,2,2,8,1,2,2,21,2,6,2, , , , , , , , ,varjo,True,128.385419679032
228,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,125.48,3,3.32000000000001,-1.11999999999999,10,1,3,2,29,2,8,2,3,1,1,2, , , , , , , , ,varjo,True,131.705419679032
229,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,126.6,1,1.11999999999999,-2.03999999999999,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,132.825419679032
230,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,128.64,2,2.03999999999999,-3.24000000000001,29,2,8,2,10,1,3,2, , , , , , , , , , , , ,varjo,True,134.865419679032
231,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,131.88,1,3.24000000000001,-2.48000000000002,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,138.105419679032
232,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,134.36,2,2.48000000000002,-3.91999999999999,6,1,2,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,140.585419679032
233,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,138.28,2,3.91999999999999,-.52000000000001,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,144.505419679032
234,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,138.8,1,.52000000000001,-7.23999999999998,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,145.025419679032
235,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,146.04,2,7.23999999999998,-1.16,23,2,7,2,16,1,5,2, , , , , , , , , , , , ,varjo,True,152.265419679032
236,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,147.2,1,1.16,-.360000000000014,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,153.425419679032
237,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,147.56,1,.360000000000014,-2.03999999999999,6,1,2,3, , , , , , , , , , , , , , , , ,varjo,True,153.785419679032
238,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,149.6,2,2.03999999999999,-6.44,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,155.825419679032
239,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,156.04,3,6.44,-1.44,31,2,8,2,13,1,3,2,7,1,2,3, , , , , , , , ,varjo,True,162.265419679032
240,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,157.48,2,1.44,-7.04000000000002,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,163.705419679032
241,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,164.52,3,7.04000000000002,-1.63999999999999,31,2,8,2,13,1,3,2,10,1,3,2, , , , , , , , ,varjo,True,170.745419679032
242,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,166.16,3,1.63999999999999,-1.44,31,2,8,2,13,1,3,2,21,2,6,2, , , , , , , , ,varjo,True,172.385419679032
243,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,167.6,3,1.44,-6.31999999999999,31,2,8,2,13,1,3,2,10,1,3,2, , , , , , , , ,varjo,True,173.825419679032
244,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,173.92,2,6.31999999999999,-13,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,180.145419679032
245,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,186.92,2,13,-8.40000000000001,6,1,2,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,193.145419679032
246,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,195.32,2,8.40000000000001,-1.52000000000001,31,2,8,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,201.545419679032
247,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,196.84,3,1.52000000000001,-33.6,6,1,2,2,21,2,6,2,13,1,3,2, , , , , , , , ,varjo,True,203.065419679032
248,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,230.44,2,33.6,-2.44,31,2,8,2,10,1,3,2, , , , , , , , , , , , ,varjo,True,236.665419679032
249,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,232.88,1,2.44,-4.28,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,239.105419679032
250,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,237.16,2,4.28,-33.12,6,1,2,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,243.385419679032
251,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,270.28,1,33.12,-8.68000000000001,9,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,276.505419679032
252,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,278.96,2,8.68000000000001,-16.16,6,1,2,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,285.185419679032
253,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,295.12,2,16.16,-15.92,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,301.345419679032
254,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,311.04,2,15.92,-2.44,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,317.265419679032
255,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,313.48,1,2.44,-.359999999999957,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,319.705419679032
256,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,313.84,2,.359999999999957,-2.16000000000003,26,2,7,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,320.065419679032
257,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,316,2,2.16000000000003,-8.04000000000002,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,322.225419679032
258,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,324.04,1,8.04000000000002,-7.19999999999999,21,2,6,2, , , , , , , , , , , , , , , , ,varjo,True,330.265419679032
259,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,331.24,1,7.19999999999999,-9,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,337.465419679032
260,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,340.24,1,9,-.759999999999991,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,346.465419679032
261,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,341,1,.759999999999991,-13.24,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,347.225419679032
262,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,354.24,2,13.24,-2.59999999999997,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,360.465419679032
263,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,356.84,1,2.59999999999997,-4.36000000000001,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,363.065419679032
264,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,361.2,1,4.36000000000001,-4.80000000000001,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,367.425419679032
265,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,366,1,4.80000000000001,-1.07999999999998,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,372.225419679032
266,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,367.08,1,1.07999999999998,-3.80000000000001,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,373.305419679032
267,P4,sandwich,P4_sandwich_2_merged_varjo.mp4,error frame,370.88,1,3.80000000000001,-7.16000000000003,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,377.105419679032
